SRA_number,read_number,#_contigs(>=0bp),#_contigs(>=1000bp),#_contigs(>=5000bp),#_contigs(>=10000bp),#_contigs(>=25000bp),#_contigs(>=50000bp),Total_length(>=0bp),Total_length(>=1000bp),Total_length(>=5000bp),Total_length(>=10000bp),Total_length(>=25000bp),Total_length(>=50000bp),#_contigs,Largestcontig,Totallength,GC(%),N50,N75,L50,L75
SRR3989798,1250000,932,318,176,129,68,21,5331212,5174239,4834741,4479736,3484969,1806879,402,160504,5232817,50.43,37704,17718,41,90
SRR3989798,1500000,941,298,179,132,66,22,5340584,5176958,4891298,4535248,3431690,1877623,387,156459,5239022,50.4,38485,18235,40,90
SRR3989798,1750000,930,285,172,125,67,24,5347806,5186175,4923910,4572155,3634830,2110418,375,173914,5247464,50.39,39655,19222,36,81
SRR3989798,2000000,907,272,164,119,66,27,5349805,5192288,4936245,4601059,3743189,2346537,362,156502,5252531,50.37,43831,21260,34,75
SRR3989798,2250000,905,268,161,117,69,27,5351975,5198007,4946823,4618925,3840855,2347251,352,173967,5254465,50.37,43831,23347,34,74
SRR3989798,2500000,932,266,160,115,68,27,5355551,5191388,4942389,4603100,3830079,2392567,355,173967,5251788,50.37,42816,23347,33,73
SRR3989798,2750000,943,263,157,113,68,28,5358060,5194400,4938666,4607788,3871360,2442938,349,173967,5253139,50.37,43867,24646,33,71
SRR3989798,3000000,933,262,156,115,68,28,5357259,5194165,4946511,4638950,3894570,2463651,350,173967,5254407,50.37,44745,24720,32,70
SRR3989798,3250000,929,265,153,112,69,28,5356899,5192071,4934614,4634312,3963193,2505743,355,173967,5253786,50.37,43867,25597,31,69
SRR3989798,3500000,903,258,153,114,73,29,5356162,5197140,4956436,4665676,4036612,2493411,348,173967,5258666,50.37,42816,26331,33,70
SRR3989798,3750000,902,254,150,110,70,29,5357136,5197673,4959228,4665108,4036636,2600821,343,173967,5258073,50.36,46843,26331,30,67
SRR3989798,4000000,906,253,147,111,69,30,5357556,5194658,4949327,4686491,4046880,2679594,345,173967,5257946,50.36,53182,26331,30,66
SRR3989798,4250000,896,250,149,110,68,30,5356900,5195761,4961521,4669977,4021307,2681251,340,173967,5257471,50.36,53182,26331,30,65
SRR3989798,4500000,924,253,149,113,69,29,5358167,5191801,4948993,4682820,4001672,2588881,346,173967,5256264,50.36,46843,25953,30,67
SRR3989798,4750000,909,253,148,112,69,30,5357581,5195749,4950919,4684051,4021520,2642594,343,173967,5257734,50.36,53182,26331,30,66
SRR3989798,5000000,909,255,148,111,70,30,5357691,5195140,4947755,4674487,4051560,2640067,346,173967,5257579,50.36,53182,26943,30,66
SRR3989798,5250000,913,252,150,113,71,30,5358213,5195347,4961771,4686684,4051584,2600398,343,173967,5257633,50.36,46843,26959,31,67
SRR3989798,5500000,920,254,150,114,72,30,5358222,5193492,4956070,4686738,4051638,2571434,346,173967,5256497,50.36,45428,26943,32,68
SRR3989798,5750000,914,251,151,114,72,30,5357982,5195330,4966766,4691669,4051577,2571459,342,173967,5257738,50.36,45428,26943,32,68
SRR3989798,6000000,915,251,151,115,71,30,5358968,5196456,4967134,4702410,4023370,2580951,343,173967,5259653,50.36,45428,26331,32,68
SRR3989798,6250000,910,251,151,115,71,30,5357862,5198805,4969147,4704638,4024362,2581053,339,173967,5259125,50.36,45428,26331,32,68
SRR3989798,6500000,899,252,150,114,70,30,5358131,5200866,4968966,4704457,4022274,2621801,339,173871,5260957,50.36,46187,25953,31,68
SRR3989798,6750000,917,253,152,115,71,30,5358892,5198838,4967772,4694243,4015202,2572752,339,173967,5258353,50.36,45428,25953,32,69
SRR3989798,7000000,917,256,151,115,71,30,5357692,5199355,4963601,4699092,4018845,2588039,340,173871,5257093,50.36,45428,25953,31,69
SRR3989798,7250000,924,257,150,115,70,29,5357541,5197328,4957362,4698618,3999327,2563224,341,173967,5255066,50.37,45307,25953,31,68
SRR3989798,7500000,917,256,151,116,71,28,5356697,5196284,4958829,4700085,4000794,2482071,341,173967,5255049,50.37,42239,25953,32,69
SRR3989798,7750000,917,258,151,116,71,28,5356815,5197535,4957645,4698901,3999580,2481962,342,173967,5255349,50.37,42239,25953,32,69
SRR3989798,8000000,918,256,151,116,71,28,5356740,5196175,4958719,4699981,4000690,2481967,341,173967,5254940,50.36,42239,25953,32,69
SRR3989798,8250000,930,258,151,116,71,28,5357381,5196035,4953861,4695117,4000696,2481962,342,173967,5254160,50.36,42239,25953,32,69
SRR3989798,8500000,921,256,151,116,71,28,5356294,5195169,4957730,4699681,4001175,2481960,340,173967,5253584,50.36,42239,25953,32,69
SRR3989798,8750000,941,257,151,116,71,28,5358767,5197127,4959356,4701328,4002789,2482072,340,173967,5254132,50.36,43867,25953,32,69
SRR3989798,9000000,934,259,151,116,71,28,5357564,5197258,4955954,4697912,3998621,2481374,341,173967,5253388,50.36,42239,25953,32,69
SRR3989798,9250000,933,259,151,116,71,28,5357484,5197286,4955989,4697946,3998655,2481417,341,173967,5253458,50.36,42239,25954,32,69
SRR3989798,9500000,933,256,150,115,70,29,5357765,5195458,4956564,4698521,3999449,2561761,342,173967,5254038,50.36,45428,25954,31,68
SRR3989798,9750000,934,258,150,115,70,29,5357834,5197142,4955846,4697803,3998731,2562579,342,173967,5254234,50.36,45307,25954,31,68
SRR3989798,10000000,931,259,151,116,71,28,5357236,5197520,4956217,4698174,3999102,2492082,341,173967,5253669,50.36,42239,25954,32,69
SRR3989798,10250000,928,256,150,115,70,28,5357344,5196615,4957742,4699678,4000606,2521066,340,173967,5254156,50.36,43867,25954,31,68
SRR3989798,10500000,935,257,151,116,71,28,5357525,5196941,4957964,4699866,4000794,2481579,340,173967,5254041,50.36,42239,25954,32,69
SRR3989798,10750000,924,258,153,116,70,28,5356633,5197355,4962827,4689714,3968834,2481573,341,173967,5254256,50.36,42239,25801,32,69
SRR3989798,10915030,930,259,154,116,70,28,5356938,5196645,4962113,4681495,3960599,2473338,343,173967,5254309,50.36,42239,25597,32,70
SRR3989799,250000,2096,1238,240,38,0,0,4689266,4285078,1836480,477343,0,0,1548,17588,4512261,51.46,4160,2477,333,682
SRR3989799,500000,495,347,237,150,55,13,4898988,4828039,4549328,3916498,2333618,941369,406,101738,4868729,50.95,24324,13614,60,127
SRR3989799,750000,409,244,166,124,69,27,4955808,4894934,4719342,4390050,3493869,2081354,288,148656,4926211,50.8,40741,21206,36,78
SRR3989799,1000000,331,181,127,105,67,31,4966974,4918298,4783428,4617918,4003546,2766856,213,196299,4940915,50.76,59363,29793,26,57
SRR3989799,1250000,298,146,107,92,61,34,4973474,4924587,4830380,4712405,4140322,3192862,178,226898,4947936,50.73,70404,33313,22,47
SRR3989799,1500000,266,131,97,84,60,34,4977169,4939825,4865387,4768449,4342151,3468857,151,196299,4954198,50.72,88170,41574,19,40
SRR3989799,1750000,245,115,81,73,54,34,4980290,4945901,4868971,4811025,4483387,3794735,133,211193,4958890,50.7,104180,51390,17,33
SRR3989799,2000000,245,109,77,67,52,33,4980740,4945051,4866622,4791243,4514514,3852016,127,211171,4958152,50.7,128834,56580,16,31
SRR3989799,2250000,244,104,76,66,51,32,4982139,4946283,4875175,4799102,4512056,3850004,123,220760,4960158,50.69,130932,56580,15,30
SRR3989799,2500000,242,101,73,65,51,31,4983546,4949730,4881940,4822884,4555674,3874045,116,279545,4961025,50.69,130932,56580,14,29
SRR3989799,2750000,232,99,72,66,53,32,4984024,4951212,4887006,4841785,4615134,3901977,115,279545,4963056,50.69,130496,57607,15,29
SRR3989799,3000000,229,96,70,64,53,31,4983836,4951258,4888548,4843327,4643427,3901959,112,279545,4963236,50.69,130932,57607,14,28
SRR3989799,3250000,234,97,71,65,54,31,4984289,4951336,4891335,4845877,4654915,3889143,112,279545,4962631,50.69,130496,59375,14,28
SRR3989799,3500000,247,96,69,62,51,30,4985734,4951957,4887086,4833025,4650750,3940705,110,279545,4962360,50.69,130932,62223,14,27
SRR3989799,3750000,250,97,69,63,51,31,4985033,4950344,4886736,4841278,4636985,3972011,113,279545,4962161,50.69,130932,62223,14,27
SRR3989799,4000000,254,96,68,64,51,31,4985535,4950133,4886812,4855685,4637066,3972092,112,279545,4961950,50.69,130932,62223,14,27
SRR3989799,4250000,237,95,68,64,51,31,4985091,4951940,4891927,4860800,4642167,3977193,111,279545,4963757,50.68,130932,62223,14,27
SRR3989799,4500000,242,95,67,63,50,32,4985582,4951444,4889655,4858528,4642169,4047530,112,279545,4963810,50.68,130932,63311,14,27
SRR3989799,4750000,235,94,67,63,50,32,4985334,4952516,4892028,4860901,4642162,4047523,110,279545,4964333,50.68,130932,63287,14,27
SRR3989799,5000000,247,95,68,63,50,32,4985155,4950030,4885350,4847601,4628862,4035277,111,279545,4961847,50.69,130932,63287,14,27
SRR3989799,5250000,251,94,66,61,49,32,4985102,4949887,4882401,4844652,4648430,4091819,110,279545,4961346,50.68,145090,67563,13,26
SRR3989799,5500000,256,94,66,61,49,32,4985740,4949921,4882560,4844811,4648569,4091958,110,279545,4961380,50.68,145090,67563,13,26
SRR3989799,5750000,251,94,67,62,49,32,4985095,4948998,4885795,4848046,4629806,4073195,111,279545,4961349,50.68,135025,67563,14,26
SRR3989799,6000000,253,93,67,62,49,32,4985367,4948998,4888654,4850905,4629806,4073195,110,279545,4961349,50.68,135025,67563,14,26
SRR3989799,6250000,243,91,66,62,49,32,4985495,4950950,4894404,4863277,4642178,4085567,108,279545,4963301,50.68,135025,67563,14,26
SRR3989799,6500000,235,90,65,61,48,32,4985584,4952006,4895480,4864353,4643234,4119445,106,279545,4963835,50.68,135025,67563,14,26
SRR3989799,6750000,244,92,66,62,49,32,4985679,4951518,4890814,4859687,4648426,4091841,109,279545,4963660,50.68,145090,67563,13,26
SRR3989799,7000000,249,92,65,61,49,32,4985918,4951559,4891030,4859903,4660802,4104213,108,279545,4963018,50.68,145090,67563,13,26
SRR3989799,7250000,247,92,64,60,48,32,4986339,4952306,4888659,4857532,4658431,4138069,108,279545,4963780,50.68,145090,67881,13,25
SRR3989799,7500000,262,94,67,62,49,32,4985955,4948459,4887905,4850156,4626379,4073217,111,279545,4960825,50.69,135025,67563,14,26
SRR3989799,7750000,255,93,67,62,49,32,4985516,4948768,4891332,4853583,4629802,4073217,110,279545,4961119,50.69,135025,67563,14,26
SRR3989799,8000000,256,93,67,62,49,32,4985799,4948768,4891332,4853583,4629806,4073217,111,279545,4961802,50.69,135025,67563,14,26
SRR3989799,8250000,257,93,67,62,49,32,4985679,4948768,4891332,4853583,4629802,4073217,110,279545,4961119,50.69,135025,67563,14,26
SRR3989799,8500000,247,92,66,62,49,32,4985818,4950880,4894424,4863297,4642187,4085602,109,279545,4963231,50.68,135025,67563,14,26
SRR3989799,8750000,249,91,66,62,49,32,4986061,4950825,4897082,4865955,4642174,4085589,108,279545,4963176,50.68,135025,67563,14,26
SRR3989799,9000000,258,95,67,62,49,32,4985648,4948320,4885247,4847498,4626379,4073217,113,279545,4961219,50.69,135025,67563,14,26
SRR3989799,9250000,259,94,67,62,49,32,4985784,4948265,4887905,4850156,4626379,4073217,112,279545,4961164,50.69,135025,67563,14,26
SRR3989799,9500000,254,95,67,62,49,32,4985521,4948320,4885227,4847478,4626379,4073217,114,279545,4961902,50.69,135025,67563,14,26
SRR3989799,9750000,259,97,69,63,50,32,4985844,4948044,4884951,4838599,4617500,4018516,116,279545,4961626,50.69,135025,63311,14,27
SRR3989799,10000000,252,96,68,63,50,32,4986071,4950106,4889345,4849615,4628516,4029554,114,279545,4963005,50.68,135025,63311,14,27
SRR3989799,10250000,251,94,67,62,49,31,4986034,4949941,4890646,4850916,4629817,4030855,112,279545,4962840,50.68,135025,67563,14,26
SRR3989799,10500000,250,95,67,62,49,31,4985960,4950051,4889290,4849560,4628461,4029499,113,279545,4962950,50.68,135049,67563,14,26
SRR3989799,10574016,252,94,67,62,49,31,4986070,4949941,4890646,4850916,4629824,4030862,112,279545,4962840,50.68,135049,67563,14,26
SRR3989800,250000,2717,1369,200,18,2,0,4807312,4141901,1448622,255582,64656,0,1939,32402,4557807,51.17,3322,1887,405,850
SRR3989800,500000,687,460,263,169,54,10,5117275,5009989,4517341,3833767,2068218,585010,552,64816,5075840,50.63,19205,10236,76,167
SRR3989800,750000,619,294,197,142,67,19,5194515,5118172,4876901,4462537,3232177,1525676,341,143197,5151825,50.45,33558,17701,45,98
SRR3989800,1000000,590,232,166,137,67,20,5210007,5144476,4993002,4768585,3652255,1979495,262,281735,5166125,50.4,38572,21174,34,77
SRR3989800,1250000,407,192,143,116,65,26,5207089,5156613,5048475,4843488,4059598,2670610,215,281871,5173247,50.38,53097,29359,25,59
SRR3989800,1500000,362,158,113,97,65,33,5210232,5163080,5059153,4939821,4432328,3308815,177,281871,5177301,50.36,71264,36414,22,47
SRR3989800,1750000,367,153,112,93,61,37,5214760,5169422,5078750,4939664,4433202,3595568,170,281871,5182358,50.36,79753,40508,22,44
SRR3989800,2000000,372,136,101,87,62,38,5216234,5168703,5092709,4988422,4582028,3733164,153,281871,5181334,50.35,79267,44462,21,42
SRR3989800,2250000,399,142,106,89,58,38,5219603,5171125,5094236,4972873,4454552,3766646,158,281871,5182759,50.35,79177,43623,20,41
SRR3989800,2500000,386,134,99,86,58,37,5219278,5169993,5095168,5000673,4529556,3838512,151,281871,5182775,50.35,85989,43623,19,39
SRR3989800,2750000,397,131,99,87,59,38,5220631,5169443,5101694,5017345,4546075,3843302,149,281871,5182860,50.35,81230,46281,20,39
SRR3989800,3000000,410,134,100,86,56,38,5222139,5170106,5096994,4994127,4479973,3886376,152,281871,5183420,50.35,88070,44462,19,39
SRR3989800,3250000,414,134,98,83,55,38,5221959,5168319,5089177,4980755,4509625,3959078,152,281871,5181675,50.35,89601,51537,18,37
SRR3989800,3500000,436,139,102,87,55,39,5223479,5169758,5087902,4978726,4435414,3914896,155,281871,5181707,50.35,84538,50934,19,39
SRR3989800,3750000,427,136,100,84,55,38,5223021,5168509,5089724,4970811,4486732,3919101,155,281871,5182233,50.35,81230,50934,18,38
SRR3989800,4000000,423,129,96,80,55,36,5223584,5168392,5095353,4978469,4551333,3933002,148,281871,5182116,50.35,89938,50934,17,36
SRR3989800,4250000,424,128,95,82,55,36,5223583,5168660,5095883,5001715,4540148,3916163,146,281871,5181839,50.34,89938,50934,17,36
SRR3989800,4500000,420,129,94,83,58,37,5223062,5168634,5088411,5012250,4598786,3916652,147,281871,5181640,50.34,81230,50934,18,37
SRR3989800,4750000,407,129,93,83,55,37,5222200,5168677,5085464,5017747,4534928,3942193,147,281871,5181683,50.34,89601,56043,18,36
SRR3989800,5000000,416,129,95,84,56,37,5223194,5168287,5090855,5014946,4532167,3900529,147,281871,5181293,50.34,81097,50934,18,37
SRR3989800,5250000,423,130,95,84,56,37,5223357,5169211,5090922,5017141,4539203,3920187,147,281871,5181463,50.34,89601,50934,18,37
SRR3989800,5500000,435,133,98,87,58,38,5224875,5168847,5089529,5013620,4516598,3858953,151,281871,5181866,50.34,80551,44462,19,39
SRR3989800,5750000,423,134,97,86,60,38,5223809,5169638,5086644,5012906,4567702,3837327,151,281871,5182118,50.35,78189,43623,19,40
SRR3989800,6000000,424,132,96,85,58,37,5223883,5168897,5088605,5012739,4551747,3851423,149,281871,5181377,50.34,81097,44462,18,38
SRR3989800,6250000,409,132,95,85,55,36,5223033,5171419,5086684,5018315,4513676,3895926,148,281871,5182863,50.35,89938,50934,17,36
SRR3989800,6500000,447,131,96,85,54,36,5225748,5167692,5087019,5006707,4463702,3853297,149,281871,5180442,50.34,81097,45829,18,37
SRR3989800,6750000,440,132,96,85,54,36,5225174,5167670,5084308,5006124,4463099,3852694,151,281871,5181069,50.34,81097,45829,18,37
SRR3989800,7000000,424,131,98,87,55,36,5224590,5169517,5092495,5018617,4473675,3838198,150,281871,5182972,50.35,81097,44462,18,38
SRR3989800,7250000,439,131,98,86,54,36,5225492,5167503,5091733,5005887,4448772,3838333,152,281871,5182396,50.35,81097,44462,18,38
SRR3989800,7500000,433,130,97,86,55,36,5225032,5168292,5091270,5017349,4488028,3852553,150,281871,5182785,50.35,81097,45829,18,37
SRR3989800,7750000,435,133,99,87,55,38,5225392,5169054,5091708,5007972,4446812,3875004,152,281871,5182898,50.35,80551,45829,19,39
SRR3989800,8000000,436,132,99,87,55,38,5225278,5168811,5093327,5009591,4448398,3876590,151,281871,5182507,50.34,80551,45829,19,39
SRR3989800,8250000,437,130,98,87,56,38,5225446,5168304,5095509,5019460,4481213,3876472,149,281871,5182000,50.35,80551,45829,19,39
SRR3989800,8500000,419,135,101,89,55,38,5224263,5170197,5092808,5009444,4433232,3861425,154,281871,5183816,50.35,78189,45829,20,39
SRR3989800,8750000,421,134,100,88,56,38,5224449,5170377,5091755,5008373,4465183,3860443,153,281871,5183747,50.35,78189,45829,20,39
SRR3989800,9000000,419,133,99,87,56,38,5224372,5170463,5091815,5008433,4479516,3874776,152,281871,5183833,50.35,80551,45829,19,39
SRR3989800,9250000,427,132,98,86,55,36,5224781,5169278,5090664,5007282,4482297,3838772,151,281871,5182925,50.35,81097,44462,18,38
SRR3989800,9500000,419,132,99,88,57,38,5224500,5170370,5094843,5020922,4486650,3843125,151,281871,5183740,50.35,78189,45829,19,39
SRR3989800,9750000,415,130,97,86,55,36,5224334,5170914,5095387,5021466,4486077,3842552,148,281871,5183664,50.35,81097,45829,18,37
SRR3989800,10000000,420,127,95,84,54,36,5224413,5168697,5097601,5023680,4503671,3885932,146,281871,5182344,50.34,89601,45829,17,37
SRR3989800,10250000,421,128,94,84,54,36,5224364,5168775,5091560,5023703,4503672,3885933,147,281871,5182422,50.34,89601,45829,17,37
SRR3989800,10500000,423,131,96,86,55,36,5224685,5169129,5087449,5019610,4485232,3841707,151,281871,5183315,50.35,81097,45829,18,37
SRR3989800,10750000,428,132,97,86,55,36,5225020,5169123,5087443,5010125,4485214,3841689,151,281871,5182770,50.35,81097,45829,18,37
SRR3989800,11000000,428,132,97,86,55,36,5224958,5169122,5087442,5010124,4485213,3841688,152,281871,5183308,50.35,81097,45829,18,37
SRR3989800,11250000,422,131,96,85,56,36,5224587,5169262,5087582,5010282,4520736,3841707,151,281871,5183448,50.35,81097,44462,18,38
SRR3989800,11279057,422,131,96,85,56,36,5224587,5169262,5087582,5010282,4520736,3841707,151,281871,5183448,50.35,81097,44462,18,38
SRR3989801,250000,2661,1356,198,28,1,0,4806802,4200782,1474400,367280,26356,0,1815,26356,4534746,51.31,3572,2005,386,808
SRR3989801,500000,595,429,261,171,53,11,5116894,5040129,4603040,3946626,2096051,671592,496,84653,5085936,50.81,20475,10927,74,159
SRR3989801,750000,539,294,193,139,64,28,5188718,5103349,4871796,4465176,3232207,1956696,346,115013,5141385,50.67,35343,17512,43,94
SRR3989801,1000000,471,227,152,122,67,29,5205490,5124357,4947605,4721778,3842237,2502729,278,164067,5160188,50.61,47352,24497,31,69
SRR3989801,1250000,425,192,128,111,65,33,5213249,5138515,5004475,4875720,4119642,2956028,241,267809,5173715,50.57,57455,30979,27,57
SRR3989801,1500000,380,164,104,88,65,34,5217297,5147658,5021178,4901893,4528873,3448149,215,268290,5182707,50.54,82734,37929,20,45
SRR3989801,1750000,373,155,100,91,62,30,5223725,5153747,5036846,4969873,4491005,3352500,203,268290,5187488,50.53,88871,37451,19,43
SRR3989801,2000000,362,150,98,89,59,28,5226377,5156603,5048506,4982243,4493331,3384616,198,268342,5190654,50.52,95683,38341,17,40
SRR3989801,2250000,350,143,91,82,55,31,5226952,5158571,5047738,4981999,4514744,3650099,191,268342,5192413,50.52,115294,42403,16,37
SRR3989801,2500000,339,133,86,78,59,33,5226932,5159087,5062712,5000515,4663686,3740796,180,268342,5192685,50.51,95683,44222,17,37
SRR3989801,2750000,335,132,83,77,56,31,5227920,5163276,5062761,5015380,4664368,3813356,176,268342,5194643,50.51,121802,44998,15,33
SRR3989801,3000000,316,121,74,69,52,30,5228213,5166091,5069632,5027602,4730091,3964459,162,268342,5195479,50.51,137157,56006,14,29
SRR3989801,3250000,319,122,75,69,53,31,5228763,5167137,5070706,5019369,4737608,3955736,161,268342,5195142,50.51,130190,56006,14,30
SRR3989801,3500000,324,120,73,67,52,30,5229583,5167468,5070595,5019514,4752577,3970700,159,268342,5195473,50.51,137038,56006,14,29
SRR3989801,3750000,313,119,72,67,50,29,5229089,5168024,5071147,5030025,4734156,3979091,158,388127,5196031,50.5,137038,56006,13,28
SRR3989801,4000000,311,119,72,67,50,28,5229032,5168962,5072085,5030438,4735062,3945462,157,388127,5196306,50.5,137038,54007,12,28
SRR3989801,4250000,305,116,71,66,49,28,5228737,5168893,5074622,5032975,4738052,3975904,154,388150,5196237,50.5,137157,56006,12,27
SRR3989801,4500000,310,117,72,67,49,28,5229743,5169689,5075046,5033345,4722032,3974065,155,388150,5197033,50.5,137038,56007,12,27
SRR3989801,4750000,310,115,69,64,47,27,5229670,5169312,5072000,5030299,4735013,4000578,153,388153,5196656,50.5,151344,56007,12,26
SRR3989801,5000000,319,115,69,64,47,28,5230591,5168461,5070461,5028760,4733844,4047598,155,388153,5196870,50.5,137157,58528,12,26
SRR3989801,5250000,317,114,68,63,46,27,5230038,5168306,5070323,5028676,4733760,4047514,154,388153,5196720,50.5,151344,58526,12,25
SRR3989801,5500000,314,114,69,65,48,28,5229990,5168494,5073535,5039854,4736966,4021195,154,388154,5196908,50.5,137157,58513,12,26
SRR3989801,5750000,313,114,68,64,47,27,5229853,5168445,5070445,5036764,4733905,4018139,154,388154,5196859,50.5,151344,58513,12,25
SRR3989801,6000000,313,115,69,65,48,27,5230027,5168888,5070516,5036781,4733922,3970220,155,388154,5197302,50.5,151344,56007,12,26
SRR3989801,6250000,311,114,68,64,47,27,5229662,5168400,5070402,5036721,4733862,4001838,154,388154,5196814,50.5,159241,56007,12,26
SRR3989801,6500000,314,115,69,65,48,28,5229470,5169694,5072681,5039372,4736888,4023049,153,388154,5196751,50.5,151378,58513,12,26
SRR3989801,6750000,308,115,68,64,47,26,5229273,5169959,5069905,5036596,4734112,3970055,153,649523,5197016,50.5,151378,56007,11,25
SRR3989801,6873110,312,116,69,65,48,27,5229419,5169863,5069809,5036500,4733987,3969930,154,575581,5196920,50.5,151378,56007,11,26
SRR3989802,250000,2357,1256,196,32,0,0,4613816,4102261,1521252,423220,0,0,1648,21223,4389193,51.4,3868,2209,350,725
SRR3989802,500000,678,438,244,151,46,14,4905393,4791939,4318679,3632308,1955765,851247,534,84418,4861364,50.9,19945,9952,68,153
SRR3989802,750000,626,334,198,150,63,16,4985377,4884229,4577178,4214347,2780568,1038434,400,119677,4931800,50.78,31173,15935,53,110
SRR3989802,1000000,539,269,162,130,62,26,5006033,4919934,4673105,4428608,3243700,1962108,321,119677,4957022,50.7,40548,19491,38,84
SRR3989802,1250000,489,234,146,120,67,29,5015607,4931816,4726860,4541125,3641232,2260408,290,128440,4972152,50.65,45777,23845,34,71
SRR3989802,1500000,442,212,140,115,67,29,5024018,4949297,4780411,4588441,3753346,2369770,263,167587,4986097,50.64,47508,25064,32,67
SRR3989802,1750000,466,199,124,102,67,31,5026852,4949314,4785274,4613645,4003085,2731742,245,192565,4982817,50.62,59867,30014,27,58
SRR3989802,2000000,437,184,113,94,67,30,5028946,4955393,4806252,4660324,4177702,2860036,227,192565,4986432,50.61,63330,34630,24,52
SRR3989802,2250000,420,169,111,90,63,31,5030858,4957997,4839665,4679905,4201960,3082592,211,258033,4987747,50.61,64010,35442,22,48
SRR3989802,2500000,425,168,110,89,63,31,5033346,4959722,4841587,4682154,4200616,3083606,212,208880,4990790,50.6,64749,35440,22,48
SRR3989802,2750000,430,171,110,90,63,31,5033262,4958308,4837930,4690890,4186958,3069816,217,192565,4991092,50.59,64749,35440,22,48
SRR3989802,3000000,433,168,107,87,63,32,5035822,4964488,4842108,4695403,4261058,3165978,207,192565,4991906,50.59,68475,36129,21,46
SRR3989802,3250000,417,156,102,85,62,32,5036270,4963894,4855502,4730761,4307948,3231850,196,192565,4992511,50.58,74613,37427,20,45
SRR3989802,3500000,405,154,102,84,61,32,5035727,4965242,4861071,4730168,4301555,3256895,194,192565,4993778,50.58,74613,38781,20,44
SRR3989802,3750000,422,155,102,82,61,33,5036849,4965618,4859193,4714537,4319790,3315638,194,192565,4992841,50.58,80520,38781,20,44
SRR3989802,4000000,422,153,100,81,61,33,5036643,4964101,4858940,4724529,4360627,3358778,194,192565,4992836,50.58,80520,39033,20,43
SRR3989802,4250000,409,145,96,80,60,31,5038365,4969199,4871421,4762485,4394891,3337717,180,235636,4994867,50.58,92136,39422,18,41
SRR3989802,4500000,414,149,100,82,60,30,5038303,4968914,4869044,4742140,4337971,3273543,185,235636,4994348,50.57,92136,39033,18,42
SRR3989802,4750000,403,149,100,81,59,32,5037313,4968156,4872017,4739882,4343952,3389852,186,235636,4994259,50.57,92136,39461,18,41
SRR3989802,5000000,407,151,100,82,60,32,5038153,4969714,4867555,4740545,4344716,3343931,186,235636,4994421,50.57,74613,39461,19,42
SRR3989802,5250000,405,151,100,82,60,32,5038216,4970377,4868335,4741164,4345337,3343901,186,235636,4995123,50.57,74613,39461,19,42
SRR3989802,5500000,404,151,98,81,59,31,5038793,4972496,4863357,4741356,4345428,3343923,184,235636,4995804,50.57,92136,39461,19,41
SRR3989802,5750000,409,148,95,78,57,30,5039291,4972281,4862990,4740989,4359386,3391384,181,235636,4995579,50.57,98505,39461,17,39
SRR3989802,5779606,409,147,94,77,56,30,5039233,4972018,4862727,4740821,4359218,3418272,180,235636,4995316,50.57,98505,40567,17,38
SRR3989803,250000,2159,1254,222,32,1,0,4609642,4180132,1693783,434797,43038,0,1598,43038,4431336,51.18,4018,2310,340,706
SRR3989803,500000,457,332,229,158,55,13,4815132,4756403,4502019,3997160,2351032,879646,381,99732,4792412,50.69,24731,13082,57,123
SRR3989803,750000,539,249,169,132,72,23,4875914,4804841,4605355,4334108,3367976,1583001,293,144472,4837013,50.56,37961,21415,43,84
SRR3989803,1000000,386,195,134,108,68,28,4882110,4831868,4690341,4517917,3888630,2429788,224,155868,4852320,50.52,53119,29474,28,60
SRR3989803,1250000,350,153,106,92,64,32,4886860,4841439,4718147,4619336,4176685,3035868,174,262585,4856416,50.51,66124,35143,22,47
SRR3989803,1500000,332,140,96,81,60,33,4890627,4845305,4738688,4640201,4286398,3326420,163,262585,4861151,50.5,77794,40133,19,41
SRR3989803,1750000,321,130,85,76,56,28,4892871,4850422,4745941,4684832,4361632,3327783,149,447696,4863475,50.49,89586,41997,15,35
SRR3989803,2000000,328,125,81,71,53,31,4895128,4851520,4754825,4688176,4387269,3612336,143,447509,4864051,50.48,89586,49036,15,32
SRR3989803,2250000,318,122,81,71,53,30,4895492,4853028,4766620,4698126,4393636,3561823,140,293070,4865412,50.48,106676,48044,14,32
SRR3989803,2500000,310,117,77,67,51,29,4895286,4853429,4768849,4702205,4431863,3640891,134,447509,4865274,50.48,108064,49036,13,30
SRR3989803,2750000,312,114,76,67,48,29,4895712,4853420,4775407,4712297,4387098,3681259,131,447505,4865265,50.48,108064,52691,12,29
SRR3989803,3000000,311,111,74,66,49,29,4896078,4853723,4776780,4719360,4432783,3693701,128,447506,4865568,50.48,106676,52691,12,29
SRR3989803,3250000,315,112,74,66,49,28,4896301,4853581,4775304,4718315,4431709,3661416,129,447501,4865426,50.48,106676,52691,12,28
SRR3989803,3500000,306,108,70,62,45,30,4895790,4853554,4775278,4718289,4431683,3867667,125,447542,4865399,50.48,135756,60253,11,27
SRR3989803,3750000,307,109,71,63,48,30,4895725,4854036,4776106,4718696,4475567,3822345,127,447542,4866253,50.48,106676,60253,12,27
SRR3989803,4000000,304,105,68,61,46,30,4895933,4855085,4778488,4729489,4486360,3893990,122,447542,4866688,50.48,149284,60289,11,26
